ANO,MES,COD_UF,COD_MESO,COD_MICRO,COD_MUNICIPIO,COD_PRODUTO,SAFRA,IRRIGADO,COD_FONTE,COD_FASE,COD_OCORRENCIA,EM_FORMACAO,PLANTADA,COLHIDA,PERC_COLHIDO_MES,PRODUCAO,RENDIMENTO,PRECO,OBSERVACAO,DT_ATUALIZACAO,SGL_SIGLA,COLHIDO_ACUMULADO,PRECO_MEDIO_ANUAL
2016,10,32,1,1,169,0111.0070,1,N,1,6,2,,2,2,0,3,1500,750.00,A longa estiagem causou um baixo rendimento e pequeno plantio. Pequena alta no preço do milho.,19/10/2016,NEIDIMAR,100,750
2016,10,32,1,1,169,0113.0010,0,N,1,5,9,0,20,20,0,900,45000,50.00,,19/10/2016,NEIDIMAR,10,50
2016,10,32,1,1,169,0119.1030,1,S,1,6,2,,20,20,0,16,800,2750.00,,19/10/2016,NEIDIMAR,100,2750
2016,10,32,1,1,169,0119.2050,0,N,1,5,9,0,70,70,0,3150,45000,50.00,,19/10/2016,NEIDIMAR,10,50
2016,10,32,1,1,169,0119.3020,0,S,1,5,9,,10,10,0,300,30000,600.00,Cultura altamente tecnificada.,19/10/2016,NEIDIMAR,50,600
2016,10,32,1,1,169,0119.4040,0,N,1,5,9,0,30,30,0,480,16000,200.00,,19/10/2016,NEIDIMAR,10,200
2016,10,32,1,1,169,0119.9010,0,N,1,5,9,,5,5,0,75,15000,1200.00,,20/10/2016,NEIDIMAR,60,1200
2016,10,32,1,1,169,0121.3110,0,S,1,5,9,,6,6,0,90,15000,1200.00,,19/10/2016,NEIDIMAR,60,1200
2016,10,32,1,1,169,0121.6040,0,N,1,5,2,,2,2,0,16,8000,750.00,,19/10/2016,NEIDIMAR,70,750
2016,10,32,1,1,169,0131.0010,0,N,1,5,2,0,15,15,0,135,9000,1200.00,,19/10/2016,NEIDIMAR,10,1200
2016,10,32,1,1,169,0133.1070,0,N,1,5,2,4,2,2,0,20,10000,1750.00,Falta de tratos culturais adequados,19/10/2016,NEIDIMAR,50,1750
2016,10,32,1,1,169,0133.2080,0,S,1,5,9,0,3,3,0,45,15000,2300.00,Crise Hídrica no Estado.,19/10/2016,NEIDIMAR,70,2300
2016,10,32,1,1,169,0133.2340,0,N,1,4,2,20,40,40,,400,10000,,,19/10/2016,NEIDIMAR,0,0
2016,10,32,1,1,169,0133.2360,0,N,1,5,2,1,3,3,0,60,20000,2000.00,,19/10/2016,NEIDIMAR,10,2000
2016,10,32,1,1,169,0133.3030,0,N,1,5,2,0,10,10,0,50,5000,1200.00,Falta de tratos culturais adequados,19/10/2016,NEIDIMAR,20,1200
2016,10,32,1,1,169,0134.0021,0,S,1,6,2,50,850,850,0,612,720,5800.00,Crise Hídrica no Estado.,19/10/2016,NEIDIMAR,100,5800
2016,10,32,1,1,169,0134.0022,0,N,1,6,2,288,1312,1312,0,945,720,6310.00,"Junho/16 - Longo período de estiagem na região.Café chocho, banguela e bombinha. Ataque também da cochonilha.",19/10/2016,NEIDIMAR,100,6229
2016,10,32,1,1,169,0134.0022,0,S,1,6,2,400,500,500,0,450,900,6310.00,"Junho/16 - Longo período de estiagem na região.Café chocho, banguela e bombinha. Ataque também da cochonilha.",19/10/2016,NEIDIMAR,100,6148
2016,10,32,1,1,169,0139.1060,0,N,1,12,2,5,0,0,,0,0,,Cultura em Desenvolvimento.,19/10/2016,NEIDIMAR,0,0
2016,10,32,1,1,169,0139.2010,0,N,1,12,9,60,0,0,,0,0,,Cultura em Desenvolvimento.,19/10/2016,NEIDIMAR,0,0
2016,10,32,1,1,169,9119.4040,0,N,1,5,9,0,20,20,0,320,16000,200.00,,19/10/2016,NEIDIMAR,20,200
2016,10,32,1,1,904,0111.0020,1,N,1,6,2,,50,50,0,125,2500,1000.00,,19/10/2016,NEIDIMAR,100,1000
2016,10,32,1,1,904,0111.0070,1,N,1,6,2,,100,100,0,250,2500,750.00,Alta do produto.,19/10/2016,NEIDIMAR,100,750
2016,10,32,1,1,904,0119.1030,1,S,1,6,2,,50,50,0,40,800,2750.00,,19/10/2016,NEIDIMAR,100,2750
2016,10,32,1,1,904,0119.2050,0,N,1,4,9,0,50,50,,2250,45000,,,19/10/2016,NEIDIMAR,0,0
2016,10,32,1,1,904,0119.3010,0,N,1,5,9,2,1,1,0,35,35000,1800.00,"Trata-se de cultura em desenvolvimento no município, altamente tecnificada e sob orientação do Incaper.",19/10/2016,NEIDIMAR,60,1800
2016,10,32,1,1,904,0119.3020,0,N,1,5,9,,3,3,0,120,40000,600.00,Cultura Altamente Tecnificada.,19/10/2016,NEIDIMAR,50,600
2016,10,32,1,1,904,0119.4040,0,N,1,4,9,0,25,25,,400,16000,,,19/10/2016,NEIDIMAR,0,0
2016,10,32,1,1,904,0121.6040,0,N,1,5,2,,10,10,0,25,2500,750.00,,19/10/2016,NEIDIMAR,60,750
2016,10,32,1,1,904,0132.0010,0,N,1,4,2,2,1,1,,8,8000,,Trata-se de cultura em desenvolvimento no município.,19/10/2016,NEIDIMAR,0,0
2016,10,32,1,1,904,0133.2080,0,N,9,6,9,0,11,11,0,44,4000,1200.00,outubro - Falta de técnicas adequadas,19/10/2016,NEIDIMAR,60,1200
2016,10,32,1,1,904,0133.2080,0,S,9,6,9,24,95,95,0,760,8000,1200.00,,19/10/2016,NEIDIMAR,60,1200
2016,10,32,1,1,904,0133.2340,0,N,1,4,9,20,60,60,,1080,18000,,,19/10/2016,NEIDIMAR,0,0
