ANO,MES,COD_UF,COD_MESO,COD_MICRO,COD_MUNICIPIO,COD_PRODUTO,SAFRA,IRRIGADO,COD_FONTE,COD_FASE,COD_OCORRENCIA,EM_FORMACAO,PLANTADA,COLHIDA,PERC_COLHIDO_MES,PRODUCAO,RENDIMENTO,PRECO,OBSERVACAO,DT_ATUALIZACAO,SGL_SIGLA,COLHIDO_ACUMULADO,PRECO_MEDIO_ANUAL
2016,12,32,1,1,169,0111.0070,1,N,1,6,2,,2,2,0,3,1500,750.00,A longa estiagem causou um baixo rendimento e pequeno plantio. Pequena alta no preço do milho.,09/12/2016,DANIELSSILVA,100,750
2016,12,32,1,1,169,0113.0010,0,N,1,6,9,0,20,20,90,900,45000,50.00,,09/12/2016,DANIELSSILVA,100,50
2016,12,32,1,1,169,0119.1030,1,S,1,6,2,,20,20,0,16,800,2750.00,,09/12/2016,DANIELSSILVA,100,2750
2016,12,32,1,1,169,0119.2050,0,N,1,6,9,0,70,70,90,3150,45000,50.00,,09/12/2016,DANIELSSILVA,100,50
2016,12,32,1,1,169,0119.3020,0,S,1,6,9,,10,10,50,300,30000,600.00,Cultura altamente tecnificada.,09/12/2016,DANIELSSILVA,100,600
2016,12,32,1,1,169,0119.4040,0,N,1,6,9,0,30,30,90,480,16000,200.00,,09/12/2016,DANIELSSILVA,100,200
2016,12,32,1,1,169,0119.9010,0,N,1,6,9,,5,5,40,75,15000,1200.00,,09/12/2016,DANIELSSILVA,100,1200
2016,12,32,1,1,169,0121.3110,0,S,1,6,9,,6,6,40,90,15000,1200.00,,09/12/2016,DANIELSSILVA,100,1200
2016,12,32,1,1,169,0121.6040,0,N,1,6,2,,2,2,30,16,8000,750.00,,09/12/2016,DANIELSSILVA,100,750
2016,12,32,1,1,169,0131.0010,0,N,1,6,2,0,15,15,90,135,9000,1200.00,,09/12/2016,DANIELSSILVA,100,1200
2016,12,32,1,1,169,0133.1070,0,N,1,6,2,4,2,2,50,20,10000,1750.00,Falta de tratos culturais adequados,09/12/2016,DANIELSSILVA,100,1750
2016,12,32,1,1,169,0133.2080,0,S,1,6,9,0,3,3,30,45,15000,2300.00,Crise Hídrica no Estado.,09/12/2016,DANIELSSILVA,100,2300
2016,12,32,1,1,169,0133.2340,0,N,1,4,2,20,40,40,100,400,10000,630.00,,09/12/2016,DANIELSSILVA,100,630
2016,12,32,1,1,169,0133.2360,0,N,1,6,2,1,3,3,90,60,20000,2000.00,,09/12/2016,DANIELSSILVA,100,2000
2016,12,32,1,1,169,0133.3030,0,N,1,6,2,0,10,10,80,50,5000,1200.00,Falta de tratos culturais adequados,09/12/2016,DANIELSSILVA,100,1200
2016,12,32,1,1,169,0134.0021,0,S,1,6,2,50,850,850,0,612,720,5800.00,Crise Hídrica no Estado.,09/12/2016,DANIELSSILVA,100,5800
2016,12,32,1,1,169,0134.0022,0,N,1,6,2,288,1312,1312,0,945,720,6310.00,"Junho/16 - Longo período de estiagem na região.Café chocho, banguela e bombinha. Ataque também da cochonilha.",09/12/2016,DANIELSSILVA,100,6229
2016,12,32,1,1,169,0134.0022,0,S,1,6,2,400,500,500,0,450,900,6310.00,"Junho/16 - Longo período de estiagem na região.Café chocho, banguela e bombinha. Ataque também da cochonilha.",09/12/2016,DANIELSSILVA,100,6148
2016,12,32,1,1,169,0139.1060,0,N,1,12,2,5,0,0,,0,0,,Cultura em Desenvolvimento.,09/12/2016,DANIELSSILVA,0,0
2016,12,32,1,1,169,0139.2010,0,N,1,12,9,60,0,0,,0,0,,Cultura em Desenvolvimento.,09/12/2016,DANIELSSILVA,0,0
2016,12,32,1,1,169,9119.4040,0,N,1,6,9,0,20,20,80,320,16000,200.00,,09/12/2016,DANIELSSILVA,100,200
2016,12,32,1,1,904,0111.0020,1,N,1,6,2,,50,50,0,125,2500,1000.00,,12/12/2016,DANIELSSILVA,100,1000
2016,12,32,1,1,904,0111.0070,1,N,1,6,2,,100,100,0,250,2500,750.00,Alta do produto.,12/12/2016,DANIELSSILVA,100,750
2016,12,32,1,1,904,0119.1030,1,S,1,6,2,,50,50,0,40,800,2750.00,,12/12/2016,DANIELSSILVA,100,2750
2016,12,32,1,1,904,0119.2050,0,N,1,6,9,0,50,50,100,2250,45000,50.00,,12/12/2016,DANIELSSILVA,100,50
2016,12,32,1,1,904,0119.3010,0,N,1,6,9,2,1,1,40,35,35000,1800.00,"Trata-se de cultura em desenvolvimento no município, altamente tecnificada e sob orientação do Incaper.",12/12/2016,DANIELSSILVA,100,1800
2016,12,32,1,1,904,0119.3020,0,N,1,6,9,,3,3,50,120,40000,600.00,Cultura Altamente Tecnificada.,12/12/2016,DANIELSSILVA,100,600
2016,12,32,1,1,904,0119.4040,0,N,1,6,9,0,25,25,100,400,16000,600.00,,12/12/2016,DANIELSSILVA,100,600
2016,12,32,1,1,904,0121.6040,0,N,1,6,2,,10,10,40,25,2500,750.00,,12/12/2016,DANIELSSILVA,100,750
2016,12,32,1,1,904,0132.0010,0,N,1,6,2,2,1,1,100,8,8000,4500.00,Trata-se de cultura em desenvolvimento no município.,12/12/2016,DANIELSSILVA,100,4500
2016,12,32,1,1,904,0133.2080,0,N,9,6,9,0,11,11,40,44,4000,1200.00,outubro - Falta de técnicas adequadas,12/12/2016,DANIELSSILVA,100,1200
2016,12,32,1,1,904,0133.2080,0,S,9,6,9,24,95,95,40,760,8000,1200.00,,12/12/2016,DANIELSSILVA,100,1200
2016,12,32,1,1,904,0133.2340,0,N,1,6,9,20,60,60,100,1080,18000,630.00,,12/12/2016,DANIELSSILVA,100,630
2016,12,32,1,1,904,0133.3030,0,N,1,6,9,0,100,100,100,700,7000,800.00,Falta de tratos culturais adequados e crise hídrica no Estado.,12/12/2016,DANIELSSILVA,100,800
2016,12,32,1,1,904,0134.0022,0,N,1,6,2,405,1845,1845,0,1328,720,6310.00,"Devido a crise hidrica no Municipio houve um recepa de lavouras velhas aumentando a área em formação. Rendimento com a crise hidrica no Estado, falta de chuvas o rendimento poderá sofrer alteração na primeira reunião do LSPA.",12/12/2016,DANIELSSILVA,100,6148
2016,12,32,1,1,904,0134.0022,0,S,1,6,2,800,3600,3600,0,3240,900,6310.00,"Rendimento com a crise hidrica no Estado, falta de chuvas o rendimento poderá sofrer alteração na primeira reunião do LSPA.",12/12/2016,DANIELSSILVA,100,6148
2016,12,32,1,1,904,0135.0010,0,N,1,6,9,2,3,3,100,2,667,5500.00,Rendimento médio normal para a cultura.,12/12/2016,DANIELSSILVA,100,5500
2016,12,32,1,1,904,0139.2010,0,N,1,6,9,35,2,1,100,2,2000,2500.00,Cultura Altamente Tecnificada.,12/12/2016,DANIELSSILVA,100,2500
2016,12,32,1,1,904,9119.4040,0,N,1,6,9,0,15,15,100,240,16000,600.00,,12/12/2016,DANIELSSILVA,100,600
2016,12,32,1,1,2108,0111.0020,1,N,1,6,2,,5,5,0,15,3000,1000.00,,12/12/2016,DANIELSSILVA,100,1000
2016,12,32,1,1,2108,0113.0010,0,N,1,6,2,0,25,25,40,1500,60000,60.00,,12/12/2016,DANIELSSILVA,100,60
2016,12,32,1,1,2108,0119.1030,1,N,1,6,2,,10,10,0,8,800,2750.00,,12/12/2016,DANIELSSILVA,100,2750
